"","Song","lyric"
"111","""b yr own b""","if  ( /android|webos|iphone|ipod|ipad|blackberry|iemobile|opera mini/i.test(navigator.useragent) ) "
"112","""b yr own b""","  {"
"113","""b yr own b""","     document.getelementbyid('azmxmbanner').style.display='block';"
"114","""b yr own b""","     document.write('<div style=""margin-left: auto; margin-right: auto;"">'+"
"115","""b yr own b""","  '<iframe scrolling=""no"" style=""border: 0px none; overflow:hidden;"" src=""//adv.mxmcdn.net/br/t1.0/m_js/e_0/sn_0/l_25390266/su_0/rs_0/tr_3vucadnfy_rf1n-ix9tn5sy2ayljrzwuippujxetpwef_gfg4by1osxj30rsai7z3ig-ens-7ysp62znia3p28jfosn6g2ebwcjqqqs7pkbm9vf9ry_nka6henl6jscsma0ghf7n-0teg9nelyktb8q3ajzy7kl01p4k7u6jebh2gjbajqpo5u7lpcrt1slxdih1z8dl1kvqynksvu4n7fmhre6x5qwsfifm19r0b1exgi3z4ymggiygmevjawfaqqagp36jpn8ihczh8oxtcqrrsbb0smw3i-jlqlf_clguhdsxqpjyqcd6jgj0ymr9b1omsywjie0-etzrcm3izz0yxflykxctfey9xyw1gipfjinary62s33jvq0ixhfqdpcgdfjqbmatvllnvwep9urzj8eeahcvyxgylmw_2ylabbx-xioti36mm2jbgrzt1vydsxuxxa/"" width=""290px"" height=""50px""></iframe>'+"
"116","""b yr own b""","  '</div>');"
"117","""b yr own b""","   }"
"118","""superiority complex (big noise)""","good ear, brah, superior"
"119","""superiority complex (big noise)""","ooh, you're lucky that you spotted such good songs"
"120","""superiority complex (big noise)""","or else you'd have to learn how to get good at your job"
"121","""superiority complex (big noise)""","and so far you keep it cool whenever we talk real cloth"
"122","""superiority complex (big noise)""","oh my god, are you a cop?"
"123","""superiority complex (big noise)""","it's just i never seen you with a drink before"
"124","""superiority complex (big noise)""","i mean i, i never seen you take it easy before"
"125","""superiority complex (big noise)""","so heads up, i'm tossing you another big gulp, grah"
"126","""superiority complex (big noise)""","big noise"
"127","""superiority complex (big noise)""","decoy"
"128","""superiority complex (big noise)""","you want it?"
"129","""superiority complex (big noise)""","you want a real shot, cowboy"
"130","""superiority complex (big noise)""","big noise"
"131","""superiority complex (big noise)""","decoy"
"132","""superiority complex (big noise)""","you want me?"
"133","""superiority complex (big noise)""","you want the real stuff, real noise"
"134","""superiority complex (big noise)""","first i made frenemies"
"135","""superiority complex (big noise)""","made me a lot of frenemies"
"136","""superiority complex (big noise)""","now i owe 'em seven stacks"
"137","""superiority complex (big noise)""","and won't even get the circle p"
"138","""superiority complex (big noise)""","so pretty please"
"139","""superiority complex (big noise)""","ain't it easy when you're eating from the fists of all the young guns"
"140","""superiority complex (big noise)""","who hardly ever thought they could be?"
"141","""superiority complex (big noise)""","big noise"
"142","""superiority complex (big noise)""","decoy"
"143","""superiority complex (big noise)""","they want it"
"144","""superiority complex (big noise)""","they want a real shot, cowboy"
"145","""superiority complex (big noise)""","big noise"
"146","""superiority complex (big noise)""","decoy"
"147","""superiority complex (big noise)""","you want me?"
"148","""superiority complex (big noise)""","you want the real stuff, real noise"
"149","""superiority complex (big noise)""","big noise"
"150","""superiority complex (big noise)""","decoy"
"151","""superiority complex (big noise)""","you want it?"
"152","""superiority complex (big noise)""","you want a real shot, cowboy"
"153","""superiority complex (big noise)""","big noise"
"154","""superiority complex (big noise)""","decoy"
"155","""superiority complex (big noise)""","you want me?"
"156","""superiority complex (big noise)""","you want the real stuff, real noise"
"157","""superiority complex (big noise)""","if  ( /android|webos|iphone|ipod|ipad|blackberry|iemobile|opera mini/i.test(navigator.useragent) ) "
"158","""superiority complex (big noise)""","  {"
"159","""superiority complex (big noise)""","     document.getelementbyid('azmxmbanner').style.display='block';"
"160","""superiority complex (big noise)""","     document.write('<div style=""margin-left: auto; margin-right: auto;"">'+"
"161","""superiority complex (big noise)""","  '<iframe scrolling=""no"" style=""border: 0px none; overflow:hidden;"" src=""//adv.mxmcdn.net/br/t1.0/m_js/e_0/sn_0/l_33937818/su_0/rs_0/tr_3vucaoradbqzsrrcn7dkmprocnxcu3qt7ekpkh46vue_u-ur-bcoytu0vgvgjrhwtk6u4lh_gpzs5oyegtcpe3ori1ihrl7zeejx5rvwphh2wklbracxl_2p9sfuiycfh7bg3fhbb0rivgck-e1t2lgisy5xltjjsd6l91manbsle2d9fphknc5fsbtgi8cwx6fu8dymzg2odxp_4tus_a2pqm0h5fuiq18ofyw4ytj_nfcp5ndg_xx5mclrcveu6pxobwryexnivyvpo5jfnewk3y2208eidww3xllqokijyf07apylom_rl9iy9hnxnagrv7v3o47qg8jwfxxw83mwyr9tjkeuseinxedzwuoufcunw-7cw5ugj1jszojzpdf6jciwuakz32omtjrd6nqs3lo7ksh2yabkcs9pww8mu1lxbr-uju6gzs2okqdsedjp-3q7fcuz6ogvvplwryws9f5cbf8/"" width=""290px"" height=""50px""></iframe>'+"
"162","""superiority complex (big noise)""","  '</div>');"
"163","""superiority complex (big noise)""","   }"
"164","""I Wanna Keep Yr Dog""","i felt very little for you, oh well"
"165","""I Wanna Keep Yr Dog""","thanks for taking care of ol' me"
"166","""I Wanna Keep Yr Dog""","i'm not easy, easy"
"167","""I Wanna Keep Yr Dog""","when i see your name in pictures"
"168","""I Wanna Keep Yr Dog""","i'll say, ""isn't finding fate so funny?"""
"169","""I Wanna Keep Yr Dog""","that seems easy, easy"
"170","""I Wanna Keep Yr Dog""","okay"
"171","""I Wanna Keep Yr Dog""","you're alright, but i wanna keep your dog"
"172","""I Wanna Keep Yr Dog""","this is the last night unless you let me keep your dog"
"173","""I Wanna Keep Yr Dog""","i know you want me close"
"174","""I Wanna Keep Yr Dog""","but when you're gone, it's her i miss the most"
"175","""I Wanna Keep Yr Dog""","i'd rather keep your dog"
"176","""I Wanna Keep Yr Dog""","on the night that it was over"
"177","""I Wanna Keep Yr Dog""","i said, ""i'll drive out to culver city"""
"178","""I Wanna Keep Yr Dog""","that seems easy, easy"
"179","""I Wanna Keep Yr Dog""","well, the west side's not my favorite"
"180","""I Wanna Keep Yr Dog""","do you know a spot where we can grab tea?"
"181","""I Wanna Keep Yr Dog""","don't bring iggy or i won't leave"
"182","""I Wanna Keep Yr Dog""","you're alright, but i wanna keep your dog"
"183","""I Wanna Keep Yr Dog""","this is the last night unless you let me keep your dog"
"184","""I Wanna Keep Yr Dog""","i know you want me close"
"185","""I Wanna Keep Yr Dog""","but when you're gone, it's her i miss the most"
"186","""I Wanna Keep Yr Dog""","i'd rather keep your dog"
"187","""I Wanna Keep Yr Dog""","never been so insincere"
"188","""I Wanna Keep Yr Dog""","so messed up, i want her here"
"189","""I Wanna Keep Yr Dog""","proto-punk and unexpected"
"190","""I Wanna Keep Yr Dog""","but i think that she and i connected"
"191","""I Wanna Keep Yr Dog""","you're alright, but i wanna keep your dog"
"192","""I Wanna Keep Yr Dog""","this is the last night unless you let me keep your dog"
"193","""I Wanna Keep Yr Dog""","i know you want me close"
"194","""I Wanna Keep Yr Dog""","but when you're gone, it's her i miss the most"
"195","""I Wanna Keep Yr Dog""","i'd rather keep your dog"
"196","""I Wanna Keep Yr Dog""","i'd rather keep your dog"
"197","""I Wanna Keep Yr Dog""","i recor- i recorded the whole thing with a bart simpson pick"
"198","""I Wanna Keep Yr Dog""","my lugs are falling off of my snare drum"
"199","""I Wanna Keep Yr Dog""","¡ay, caramba!"
"200","""I Wanna Keep Yr Dog""","if  ( /android|webos|iphone|ipod|ipad|blackberry|iemobile|opera mini/i.test(navigator.useragent) ) "
"201","""I Wanna Keep Yr Dog""","  {"
"202","""I Wanna Keep Yr Dog""","     document.getelementbyid('azmxmbanner').style.display='block';"
"203","""I Wanna Keep Yr Dog""","     document.write('<div style=""margin-left: auto; margin-right: auto;"">'+"
"204","""I Wanna Keep Yr Dog""","  '<iframe scrolling=""no"" style=""border: 0px none; overflow:hidden;"" src=""//adv.mxmcdn.net/br/t1.0/dfd9gogocmskm2rjwzjth0h7mhmh9tbw/24pkhf8q53rr2n8ve0b0h4eym+2npkkedcgqccjrqs4jqczdim0i0uipd9sjlz+jw0h2a2hslxlcjt9g8wr2nhjqvb+yg3qvgwbz3vyhx1bquk1uayqtlgholgldpfhr2yuhrllpqm=/?artist_name=illuminati+hotties&track_name=i+wanna+keep+yr+dog&s=b0e1ae02b85404a19dc32773fabe7b35"" width=""290px"" height=""50px""></iframe>'+"
"205","""I Wanna Keep Yr Dog""","  '</div>');"
"206","""I Wanna Keep Yr Dog""","   }"
"207","""ppl plzr""","watching time square on a tiny tv"
"208","""ppl plzr""","will their buddies even like me?"
"209","""ppl plzr""","kissin' at the stroke of twelve"
"210","""ppl plzr""","stumblin' off to slime you in the cozy cabin"
"211","""ppl plzr""","cushy mommy, three hours north of the mojave"
"212","""ppl plzr""","lickin' at a salty pond"
"213","""ppl plzr""","lickin' on what turns you on"
"214","""ppl plzr""","the downbeat of a brand new year"
"215","""ppl plzr""","i'm still scared you hardly care"
"216","""ppl plzr""","until you brought me to your beachfront condo"
"217","""ppl plzr""","whispered, ""i'm in love with you, tud"""
"218","""ppl plzr""","half-off at a tiki bar"
"219","""ppl plzr""","mellow moonlight on the carpet"
"220","""ppl plzr""","even only slightly zooted"
"221","""ppl plzr""","everything seems lush with you, kid"
"222","""ppl plzr""","i know who could drive us home"
"223","""ppl plzr""","next time, let's invite them both"
"224","""ppl plzr""","the downbeat of a brand new year, ah-ah-ah-ah"
"225","""ppl plzr""","and all its biggest fears"
"226","""ppl plzr""","i mean, i'm not some stylish soothsayer"
"227","""ppl plzr""","and i was not expectin' her"
"228","""ppl plzr""","but then you took off with a howlin' heavy"
"229","""ppl plzr""","hopeless heat on 2020"
"230","""ppl plzr""","guess i am the lesser man"
"231","""ppl plzr""","guess i am the drugstore brand"
"232","""ppl plzr""","but i still work hard, plus i'm cheaper"
"233","""ppl plzr""","if it matters, people pleaser"
"234","""ppl plzr""","how'd ya miss the sheep clothes?"
"235","""ppl plzr""","trade your puppy for a wolf"
"236","""ppl plzr""","the downbeat of a brand new year"
"237","""ppl plzr""","i know now you hardly care"
"238","""ppl plzr""","ah-ah-ah-ah-ah"
"239","""ppl plzr""","ah-ah-ah-ah"
"240","""ppl plzr""","ah-ah-ah-ah-ah-ah"
"241","""ppl plzr""","ah-ah-ah-ah"
"242","""ppl plzr""","ah-ah-ah-ah"
"243","""ppl plzr""","ah-ah-ah-ah-ah-ah-ah"
"244","""ppl plzr""","how can i prove i'm a keeper?"
"245","""ppl plzr""","if it matters, people pleaser"
"246","""ppl plzr""","if  ( /android|webos|iphone|ipod|ipad|blackberry|iemobile|opera mini/i.test(navigator.useragent) ) "
"247","""ppl plzr""","  {"
"248","""ppl plzr""","     document.getelementbyid('azmxmbanner').style.display='block';"
"249","""ppl plzr""","     document.write('<div style=""margin-left: auto; margin-right: auto;"">'+"
"250","""ppl plzr""","  '<iframe scrolling=""no"" style=""border: 0px none; overflow:hidden;"" src=""//adv.mxmcdn.net/br/t1.0/m_js/e_0/sn_0/l_25714146/su_0/rs_0/tr_3vucalgzt23lmbofyfwsxg9vr3qvu5ufgljbqsr_o1toli3p6dmnpn6szqtpozn70ynusvvn9eqbeisyo1nuqty8fbldpgox5n-nbexissw7zyka-keom82jp4j25z41mqh82cwokbsgej8x-kdwu43wpzvwosx04dux_q0pb3oulwdddj3fhyf5vfvc4yv9xyep7lv-cpv1-ctoesi-rq6zd2urkm7ybtiye95oviz5wbt6xab8v8aa73b68imlck3oq781cmffqe6zzglneovpxxt-7-u0q6vjvrormpswiersejafgw7hvm-xwrusnhbzdggiq1cfledxkldwi2hnzbnrrlh80s6zswwirmltdusdxhzcqnj8fnomdx3yyu5waffbosnvcpj_6wuktnkkjn7z1m0gpdqps_iq7y4g-lvrvisqbgug48kn2-x_d0cxtn4/"" width=""290px"" height=""50px""></iframe>'+"
"251","""ppl plzr""","  '</div>');"
"252","""ppl plzr""","   }"
"253","""Sandwich Sharer""","restarted kissing"
"254","""Sandwich Sharer""","you said, ""i'm dreaming"""
"255","""Sandwich Sharer""","i couldn't stop from laughing"
"256","""Sandwich Sharer""","'cause that's the realest thing"
"257","""Sandwich Sharer""","i ever did"
"258","""Sandwich Sharer""","taking our clothes off"
"259","""Sandwich Sharer""","painting on rooftops"
"260","""Sandwich Sharer""","sit back on shingles in the shade"
"261","""Sandwich Sharer""","i bare my teeth at future fake-"
"262","""Sandwich Sharer""","outs we had coming"
"263","""Sandwich Sharer""","drooling tomato sauce"
"264","""Sandwich Sharer""","to make it look legit"
"265","""Sandwich Sharer""","you thought i was bleeding but that's just my spit"
"266","""Sandwich Sharer""","sandwich sharer"
"267","""Sandwich Sharer""","unprepared for"
"268","""Sandwich Sharer""","what comes after this"
"269","""Sandwich Sharer""","take the big half"
"270","""Sandwich Sharer""","i will bite back"
"271","""Sandwich Sharer""","what you won't finish"
"272","""Sandwich Sharer""","until we're finished"
"273","""Sandwich Sharer""","reset the cartridge"
"274","""Sandwich Sharer""","take out the garbage"
"275","""Sandwich Sharer""","i can't tell if i'm hurting you"
"276","""Sandwich Sharer""","i can't tell if i wanted to"
"277","""Sandwich Sharer""","so i do chores"
"278","""Sandwich Sharer""","your lazy tenant"
"279","""Sandwich Sharer""","starved for attention"
"280","""Sandwich Sharer""","the truest artist with a start"
"281","""Sandwich Sharer""","a mazy mind and post-it heart"
"282","""Sandwich Sharer""","left on the door hinge"
"283","""Sandwich Sharer""","ordered a margarita"
"284","""Sandwich Sharer""","at the irish bar"
"285","""Sandwich Sharer""","guess i could've warned you but i've hardly strayed the course"
"286","""Sandwich Sharer""","sandwich sharer"
"287","""Sandwich Sharer""","unprepared for"
"288","""Sandwich Sharer""","what comes after this"
"289","""Sandwich Sharer""","take the big half"
"290","""Sandwich Sharer""","i will bite back"
"291","""Sandwich Sharer""","what you won't finish"
"292","""Sandwich Sharer""","until we're finished"
"293","""Sandwich Sharer""","this is the dismount"
"294","""Sandwich Sharer""","this is the time it counts"
"295","""Sandwich Sharer""","eventually the freeway ends"
"296","""Sandwich Sharer""","and drops me off right next to where"
"297","""Sandwich Sharer""","you used to live"
"298","""Sandwich Sharer""","if  ( /android|webos|iphone|ipod|ipad|blackberry|iemobile|opera mini/i.test(navigator.useragent) ) "
"299","""Sandwich Sharer""","  {"
"300","""Sandwich Sharer""","     document.getelementbyid('azmxmbanner').style.display='block';"
"301","""Sandwich Sharer""","     document.write('<div style=""margin-left: auto; margin-right: auto;"">'+"
"302","""Sandwich Sharer""","  '<iframe scrolling=""no"" style=""border: 0px none; overflow:hidden;"" src=""//adv.mxmcdn.net/br/t1.0/m_js/e_0/sn_0/l_27579594/su_0/rs_0/tr_3vucakoqsprkgkq-jqz7cr1q_nqubvrm9-6qjaabh6wlspd2vykhq-b4bf18vuw2r5nkehtabyycppl-a8kkdbywh3ularjko0fg6pvjeci0-9ibyps8zufqmr8m0wjggfja0e3dxdfpbyy6dpe6-qzk4r0spyei8a_ofurwud0pbnxfy1sxqlkaz9chqwpx8pw4jenqcqd_nqfs8glspq2xhqscim9-7e8tdo1jd7uxaxcaje9gpqu3nqrupjfusxldpcugyd1-epuocbz_g_vtrtudw0_1b19rdjinyiyeedtnleity17ytaiyms18g6jtn40kw5bbgtqhhnyhqbgeo3i0ijtit8d8o13duw4idmql2lty1xpfpllirox1ucvfsieqkpmd_mqrs1wghk7wqcdyn2uwslpyomh1gulztv9jcet1v57bcgps7wofuy3jfmrjhhzaog/"" width=""290px"" height=""50px""></iframe>'+"
"303","""Sandwich Sharer""","  '</div>');"
"304","""Sandwich Sharer""","   }"
"305","""Truck""","like only a teamster could"
"306","""Truck""","you got so good at splitting"
"307","""Truck""","'cause nothing beats open road"
"308","""Truck""","when the radio chatter's hitting"
"309","""Truck""","what better companionship"
"310","""Truck""","than a peterbilt, extended?"
"311","""Truck""","packing only the foreman's freight"
"312","""Truck""","and an interstate diesel blessing"
"313","""Truck""","singing, ""heaven is a truck"""
"314","""Truck""","the 710 is slammed but you don't give a fuck"
"315","""Truck""","you got other plans"
"316","""Truck""","saying the world is ending fast and i know you won't give it up"
"317","""Truck""","you grew up way too fast"
"318","""Truck""","took your corncob act to the city"
"319","""Truck""","thought there could be something more"
"320","""Truck""","turns out hollywood's just as boring"
"321","""Truck""","sticking to the first game plan"
"322","""Truck""","words from your old man ringing truly"
"323","""Truck""","""john, you know to trust your gut"
"324","""Truck""","when you're gearing up, take it easy"""
"325","""Truck""","you sing, ""heaven is a truck"""
"326","""Truck""","the 710 is slammed but you don't give a fuck"
"327","""Truck""","you could take a chance"
"328","""Truck""","saying the world is ending fast and i know you won't give it up"
"329","""Truck""","singing, ""heaven is a truck"""
"330","""Truck""","the 710 is slammed but you don't give a fuck"
"331","""Truck""","doggy in the cab"
"332","""Truck""","cruising on a breeze 'til she says enough is enough"
"333","""Truck""","heaven is a truck"
"334","""Truck""","the 710 is slammed but you don't give a fuck"
"335","""Truck""","begging you last"
"336","""Truck""","one hand out the window i know you won't give it up"
"337","""Truck""","heaven is a truck"
"338","""Truck""","you won't give it up"
"339","""Truck""","if  ( /android|webos|iphone|ipod|ipad|blackberry|iemobile|opera mini/i.test(navigator.useragent) ) "
"340","""Truck""","  {"
"341","""Truck""","     document.getelementbyid('azmxmbanner').style.display='block';"
"342","""Truck""","     document.write('<div style=""margin-left: auto; margin-right: auto;"">'+"
"343","""Truck""","  '<iframe scrolling=""no"" style=""border: 0px none; overflow:hidden;"" src=""//adv.mxmcdn.net/br/t1.0/m_js/e_0/sn_0/l_35886806/su_0/rs_0/tr_3vucaoazufpjmktdom8ahe3o-vznbmyb17xpuu1eh5wiupzhfb1x8rgzwa0cipwom1g5kdnbw_u6apawlynlxlsou_sykav16nyjfxjbzilgjpyinpobblycerebzfvrgdb4rxxibo8w_qoddufrtinzounfsvun9uknfersjiqncinkj_dfhtl-xnez1_wocfz6kubuz2-wtlhemd9euhkdrko3rmzz4jxoj1pulw58zyzxfjgxihwvvbpr_nuwmmtloisbx6wdqikfplhdeannmbttxi6erpowxw5-23je8-nlcgap3xrnoiqq_s7imncjsqu-bvzkirwxhp6ydgssr9-5nryjhdhb_hzwdeeccrrrxalgvhsrjyfsxahjivf81ixlwnibu1lrqfctfnfax-wbm86m3evk9lbyboo-xqyovumxdovnok2zv0m47cgu/"" width=""290px"" height=""50px""></iframe>'+"
"344","""Truck""","  '</div>');"
"345","""Truck""","   }"
